family,alias_card_id,canonical_card_id,name,local_id,alias_set_id,alias_set_name,canonical_set_id,canonical_set_name,alias_upstream_status,canonical_upstream_status
shining_fates_sv,swsh4.5-SV040,swsh4.5sv-SV040,Boltund,SV040,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV041,swsh4.5sv-SV041,Toxel,SV041,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV042,swsh4.5sv-SV042,Toxtricity,SV042,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV043,swsh4.5sv-SV043,Pincurchin,SV043,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV044,swsh4.5sv-SV044,Morpeko,SV044,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV045,swsh4.5sv-SV045,Dracozolt,SV045,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV046,swsh4.5sv-SV046,Arctozolt,SV046,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV047,swsh4.5sv-SV047,Galarian Ponyta,SV047,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV048,swsh4.5sv-SV048,Galarian Rapidash,SV048,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV049,swsh4.5sv-SV049,Galarian Corsola,SV049,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV050,swsh4.5sv-SV050,Galarian Cursola,SV050,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV051,swsh4.5sv-SV051,Dedenne,SV051,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV052,swsh4.5sv-SV052,Sinistea,SV052,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV053,swsh4.5sv-SV053,Polteageist,SV053,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV054,swsh4.5sv-SV054,Hatenna,SV054,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV055,swsh4.5sv-SV055,Hattrem,SV055,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV056,swsh4.5sv-SV056,Hatterene,SV056,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV057,swsh4.5sv-SV057,Milcery,SV057,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV058,swsh4.5sv-SV058,Alcremie,SV058,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV059,swsh4.5sv-SV059,Indeedee,SV059,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV060,swsh4.5sv-SV060,Dreepy,SV060,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV061,swsh4.5sv-SV061,Drakloak,SV061,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV062,swsh4.5sv-SV062,Dragapult,SV062,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV063,swsh4.5sv-SV063,Galarian Farfetch'd,SV063,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV064,swsh4.5sv-SV064,Galarian Sirfetch'd,SV064,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV065,swsh4.5sv-SV065,Galarian Yamask,SV065,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV066,swsh4.5sv-SV066,Galarian Runerigus,SV066,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV067,swsh4.5sv-SV067,Rolycoly,SV067,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV068,swsh4.5sv-SV068,Carkol,SV068,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV069,swsh4.5sv-SV069,Coalossal,SV069,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV070,swsh4.5sv-SV070,Silicobra,SV070,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV071,swsh4.5sv-SV071,Sandaconda,SV071,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV072,swsh4.5sv-SV072,Clobbopus,SV072,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV073,swsh4.5sv-SV073,Grapploct,SV073,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV074,swsh4.5sv-SV074,Falinks,SV074,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV075,swsh4.5sv-SV075,Stonjourner,SV075,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV076,swsh4.5sv-SV076,Koffing,SV076,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV077,swsh4.5sv-SV077,Galarian Weezing,SV077,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV078,swsh4.5sv-SV078,Galarian Zigzagoon,SV078,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV079,swsh4.5sv-SV079,Galarian Linoone,SV079,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV080,swsh4.5sv-SV080,Galarian Obstagoon,SV080,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV081,swsh4.5sv-SV081,Nickit,SV081,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV082,swsh4.5sv-SV082,Thievul,SV082,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV083,swsh4.5sv-SV083,Impidimp,SV083,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV084,swsh4.5sv-SV084,Morgrem,SV084,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV085,swsh4.5sv-SV085,Grimmsnarl,SV085,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV086,swsh4.5sv-SV086,Galarian Meowth,SV086,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV087,swsh4.5sv-SV087,Galarian Perrserker,SV087,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV088,swsh4.5sv-SV088,Galarian Stunfisk,SV088,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV089,swsh4.5sv-SV089,Corviknight,SV089,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV090,swsh4.5sv-SV090,Cufant,SV090,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV091,swsh4.5sv-SV091,Copperajah,SV091,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV092,swsh4.5sv-SV092,Duraludon,SV092,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV093,swsh4.5sv-SV093,Minccino,SV093,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV094,swsh4.5sv-SV094,Cinccino,SV094,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV095,swsh4.5sv-SV095,Ducklett,SV095,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV096,swsh4.5sv-SV096,Swanna,SV096,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV097,swsh4.5sv-SV097,Bunnelby,SV097,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV098,swsh4.5sv-SV098,Oranguru,SV098,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV099,swsh4.5sv-SV099,Skwovet,SV099,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV100,swsh4.5sv-SV100,Greedent,SV100,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV101,swsh4.5sv-SV101,Rookidee,SV101,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV102,swsh4.5sv-SV102,Corvisquire,SV102,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV103,swsh4.5sv-SV103,Wooloo,SV103,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV104,swsh4.5sv-SV104,Dubwool,SV104,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV105,swsh4.5sv-SV105,Rillaboom V,SV105,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV106,swsh4.5sv-SV106,Rillaboom VMAX,SV106,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV107,swsh4.5sv-SV107,Charizard VMAX,SV107,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV108,swsh4.5sv-SV108,Centiskorch V,SV108,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV109,swsh4.5sv-SV109,Centiskorch VMAX,SV109,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV110,swsh4.5sv-SV110,Lapras V,SV110,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV111,swsh4.5sv-SV111,Lapras VMAX,SV111,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV112,swsh4.5sv-SV112,Toxtricity V,SV112,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV113,swsh4.5sv-SV113,Toxtricity VMAX,SV113,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV114,swsh4.5sv-SV114,Indeedee V,SV114,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV115,swsh4.5sv-SV115,Falinks V,SV115,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV116,swsh4.5sv-SV116,Grimmsnarl V,SV116,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV117,swsh4.5sv-SV117,Grimmsnarl VMAX,SV117,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV118,swsh4.5sv-SV118,Ditto V,SV118,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV119,swsh4.5sv-SV119,Ditto VMAX,SV119,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV120,swsh4.5sv-SV120,Dubwool V,SV120,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV121,swsh4.5sv-SV121,Eternatus V,SV121,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
shining_fates_sv,swsh4.5-SV122,swsh4.5sv-SV122,Eternatus VMAX,SV122,swsh4.5,Shining Fates,swsh4.5sv,Shining Fates Shiny Vault,404,200
crown_zenith_gg,swsh12.5-GG01,swsh12.5gg-GG01,Hisuian Voltorb,GG01,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG02,swsh12.5gg-GG02,Kricketune,GG02,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG03,swsh12.5gg-GG03,Magmortar,GG03,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG04,swsh12.5gg-GG04,Oricorio,GG04,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG05,swsh12.5gg-GG05,Lapras,GG05,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG06,swsh12.5gg-GG06,Manaphy,GG06,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG07,swsh12.5gg-GG07,Keldeo,GG07,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG08,swsh12.5gg-GG08,Electivire,GG08,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG09,swsh12.5gg-GG09,Toxtricity,GG09,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG10,swsh12.5gg-GG10,Mew,GG10,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG11,swsh12.5gg-GG11,Lunatone,GG11,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG12,swsh12.5gg-GG12,Deoxys,GG12,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG13,swsh12.5gg-GG13,Diancie,GG13,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG14,swsh12.5gg-GG14,Comfey,GG14,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG15,swsh12.5gg-GG15,Solrock,GG15,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG16,swsh12.5gg-GG16,Absol,GG16,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG17,swsh12.5gg-GG17,Thievul,GG17,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG18,swsh12.5gg-GG18,Magnezone,GG18,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG19,swsh12.5gg-GG19,Altaria,GG19,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG20,swsh12.5gg-GG20,Latias,GG20,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG21,swsh12.5gg-GG21,Hisuian Goodra,GG21,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG22,swsh12.5gg-GG22,Ditto,GG22,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG23,swsh12.5gg-GG23,Dunsparce,GG23,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG24,swsh12.5gg-GG24,Miltank,GG24,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG25,swsh12.5gg-GG25,Bibarel,GG25,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG26,swsh12.5gg-GG26,Riolu,GG26,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG27,swsh12.5gg-GG27,Swablu,GG27,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG28,swsh12.5gg-GG28,Duskull,GG28,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG29,swsh12.5gg-GG29,Bidoof,GG29,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG30,swsh12.5gg-GG30,Pikachu,GG30,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG31,swsh12.5gg-GG31,Turtwig,GG31,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG32,swsh12.5gg-GG32,Paras,GG32,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG33,swsh12.5gg-GG33,Poochyena,GG33,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG34,swsh12.5gg-GG34,Mareep,GG34,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG35,swsh12.5gg-GG35,Leafeon VSTAR,GG35,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG36,swsh12.5gg-GG36,Entei V,GG36,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG37,swsh12.5gg-GG37,Simisear VSTAR,GG37,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG38,swsh12.5gg-GG38,Suicune V,GG38,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
crown_zenith_gg,swsh12.5-GG39,swsh12.5gg-GG39,Lumineon V,GG39,swsh12.5,Crown Zenith,swsh12.5gg,Crown Zenith Galarian Gallery,404,200
